function_entry	function	ref_from	string_addr	string
1400107c0	FUN_1400107c0	140010e74	140044c9c	0xa8
1400107c0	FUN_1400107c0	140010e8e	140044c9c	0xa8
1400107c0	FUN_1400107c0	140010ebe	140042468	0006107c
1400107c0	FUN_1400107c0	140010edc	140044c9c	0xa8
1400107c0	FUN_1400107c0	140010ef1	140042488	00060f60
1400107c0	FUN_1400107c0	140010eff	140044c9c	0xa8
1400107c0	FUN_1400107c0	140010f12	140044c9c	0xa8
1400107c0	FUN_1400107c0	140010f36	140042470	00061042
1400107c0	FUN_1400107c0	140010f43	140042490	00060f2a
1400107c0	FUN_1400107c0	140010f8e	140042948	00062942
1400107c0	FUN_1400107c0	140010f98	140042840	0006297e
1400107c0	FUN_1400107c0	1400110dd	140044cc8	_Local_%07d.jpg
1400107c0	FUN_1400107c0	1400110e9	140043470	8000000000001228
1400107c0	FUN_1400107c0	1400110f7	1400434b8	800000000000163b
1400107c0	FUN_1400107c0	140011104	140043580	8000000000000131
1400107c0	FUN_1400107c0	140011132	140043590	8000000000000b65
1400107c0	FUN_1400107c0	14001117e	140043530	8000000000000408
1400107c0	FUN_1400107c0	14001119b	140044c98	0x0
1400107c0	FUN_1400107c0	1400111a2	140044c98	0x0
1400107c0	FUN_1400107c0	1400111ad	140042480	00060fa0
1400107c0	FUN_1400107c0	1400111cb	140042478	00060fd6
1400107c0	FUN_1400107c0	1400111d6	140044c9c	0xa8
1400107c0	FUN_1400107c0	1400111ea	140044c9c	0xa8
1400107c0	FUN_1400107c0	140011204	1400424d0	00060d02
1400107c0	FUN_1400107c0	140011225	1400424b0	00060e0a
1400107c0	FUN_1400107c0	140011232	140063e98	0x0
1400107c0	FUN_1400107c0	14001126d	1400424b0	00060e0a
1400107c0	FUN_1400107c0	14001128e	1400429b0	00062990
1400107c0	FUN_1400107c0	1400112b3	1400424a8	00060e4a
1400107c0	FUN_1400107c0	1400112c0	140063e98	0x0
1400107c0	FUN_1400107c0	1400112da	1400424c0	00060d7a
1400107c0	FUN_1400107c0	1400112ef	1400424f8	00060b94
1400107c0	FUN_1400107c0	140011307	1400424b0	00060e0a
1400107c0	FUN_1400107c0	140011339	140044c9c	0xa8
1400107c0	FUN_1400107c0	14001134b	140042488	00060f60
1400107c0	FUN_1400107c0	140011356	140044c9c	0xa8
1400107c0	FUN_1400107c0	14001136a	140044c9c	0xa8
1400107c0	FUN_1400107c0	140011390	140042468	0006107c
1400107c0	FUN_1400107c0	1400113a8	140044c9c	0xa8
1400107c0	FUN_1400107c0	1400113ba	140042488	00060f60
1400107c0	FUN_1400107c0	1400113ca	140042838	00062968
1400107c0	FUN_1400107c0	1400113d5	140044c9c	0xa8
1400107c0	FUN_1400107c0	1400113e2	140044c9c	0xa8
1400107c0	FUN_1400107c0	1400113fd	140042470	00061042
1400107c0	FUN_1400107c0	14001140a	140042490	00060f2a
1400107c0	FUN_1400107c0	140011481	1400434b8	800000000000163b
1400107c0	FUN_1400107c0	14001148e	140043580	8000000000000131
1400107c0	FUN_1400107c0	1400114b8	140043590	8000000000000b65
1400107c0	FUN_1400107c0	1400114cf	1400434c8	80000000000005e0
1400107c0	FUN_1400107c0	1400114e0	140043530	8000000000000408
1400107c0	FUN_1400107c0	1400114eb	140043530	8000000000000408
1400107c0	FUN_1400107c0	14001150f	140042948	00062942
1400107c0	FUN_1400107c0	140011516	140042948	00062942
1400107c0	FUN_1400107c0	14001151d	140042948	00062942
1400107c0	FUN_1400107c0	14001152b	140042298	000619d0
1400107c0	FUN_1400107c0	140011537	140043530	8000000000000408
1400107c0	FUN_1400107c0	140011543	140043530	8000000000000408
140012ec0	FUN_140012ec0	140012f00	1400630d8	0x2b992ddfa232
140012ec0	FUN_140012ec0	140012f5f	140042838	00062968
140012ec0	FUN_140012ec0	140013029	140044499	-0x1
140012ec0	FUN_140012ec0	140013030	140044498	-0x1
140012ec0	FUN_140012ec0	140013030	14004449b	-0x1
140012ec0	FUN_140012ec0	14001303c	140044499	-0x1
140012ec0	FUN_140012ec0	14001303c	14004449c	-0x1
140012ec0	FUN_140012ec0	140013047	14004449a	-0x1
140012ec0	FUN_140012ec0	140013047	14004449d	0x0
140012ec0	FUN_140012ec0	1400130b4	14004449c	-0x1
140012ec0	FUN_140012ec0	1400130d5	140044498	-0x1
140012ec0	FUN_140012ec0	140013124	140044498	-0x1
140012ec0	FUN_140012ec0	140013139	140044499	-0x1
140012ec0	FUN_140012ec0	140013141	140044499	-0x1
140012ec0	FUN_140012ec0	140013157	14004449a	-0x1
140012ec0	FUN_140012ec0	14001319e	140042290	000619dc
140012ec0	FUN_140012ec0	1400131ab	140042290	000619dc
140012ec0	FUN_140012ec0	1400131c4	140044b98	0x63
140012ec0	FUN_140012ec0	1400131d2	140043798	00062756
140012ec0	FUN_140012ec0	14001322a	140044d90	0x4097700000000000
140012ec0	FUN_140012ec0	140013232	140044d88	0x4076800000000000
140012ec0	FUN_140012ec0	1400132b2	140043760	00062726
140012ec0	FUN_140012ec0	14001343d	1400434b8	800000000000163b
140012ec0	FUN_140012ec0	14001344a	140043580	8000000000000131
140012ec0	FUN_140012ec0	140013473	140044ba0	FrameBufferFill: 
140012ec0	FUN_140012ec0	14001347e	140043590	8000000000000b65
140012ec0	FUN_140012ec0	140013495	1400434c8	80000000000005e0
140012ec0	FUN_140012ec0	1400134a4	140043530	8000000000000408
140012ec0	FUN_140012ec0	1400134af	140043530	8000000000000408
140012ec0	FUN_140012ec0	1400134c8	140042a38	00062a52
140012ec0	FUN_140012ec0	1400134d8	140042a48	00062a36
140012ec0	FUN_140012ec0	140013503	140044bb8	LoLa AV Test - %#x - %X
140012ec0	FUN_140012ec0	140013516	140042a40	00062a46
140012ec0	FUN_140012ec0	1400135dd	140044de0	0x0
140012ec0	FUN_140012ec0	1400135e8	140044db0	0x0
140012ec0	FUN_140012ec0	14001372d	140044de0	0x0
140012ec0	FUN_140012ec0	140013738	140044db0	0x0
140012ec0	FUN_140012ec0	1400137a7	140044dd0	0x0
140012ec0	FUN_140012ec0	1400137b2	140044da0	0x0
140012ec0	FUN_140012ec0	140013864	140042370	000617e8
140012ec0	FUN_140012ec0	14001388e	140042298	000619d0
140012ec0	FUN_140012ec0	140013898	140042368	00061800
140012ec0	FUN_140012ec0	14001392b	140042298	000619d0
140012ec0	FUN_140012ec0	14001393f	140042948	00062942
140012ec0	FUN_140012ec0	140013946	140042948	00062942
140012ec0	FUN_140012ec0	140013953	140044b18	CBFVideoServer Class
140012ec0	FUN_140012ec0	14001395a	140044bd0	Couldn't update display surface window.
140012ec0	FUN_140012ec0	140013963	140042640	00061e1c
140012ec0	FUN_140012ec0	140013970	140042298	000619d0
14001ac90	FUN_14001ac90	14001acc6	1400630d8	0x2b992ddfa232
14001ac90	FUN_14001ac90	14001ad08	1400425c8	00061ef8
14001ac90	FUN_14001ac90	14001ad12	140042610	00061e7e
14001ac90	FUN_14001ac90	14001ad20	1400425e0	00061ed2
14001ac90	FUN_14001ac90	14001ad43	1400425e8	00061ec6
14001ac90	FUN_14001ac90	14001ad51	140042668	00061eda
14001ac90	FUN_14001ac90	14001ad7f	140042060	0006204e
14001ac90	FUN_14001ac90	14001ad9d	1400466a0	Cannot create CompatibleDC
14001ac90	FUN_14001ac90	14001ae08	1400420b0	0006210a
14001ac90	FUN_14001ac90	14001ae25	1400420b0	0006210a
14001ac90	FUN_14001ac90	14001ae4a	1400420d0	000620c2
14001ac90	FUN_14001ac90	14001ae76	1400420d0	000620c2
14001ac90	FUN_14001ac90	14001af36	140042080	00062044
14001ac90	FUN_14001ac90	14001afb3	1400420c0	000620e8
14001ac90	FUN_14001ac90	14001b003	1400420a0	0006212c
14001ac90	FUN_14001ac90	14001b057	140042338	0006187c
14001ac90	FUN_14001ac90	14001b076	140046a50	0x0
14001ac90	FUN_14001ac90	14001b0ae	140046a54	0x0
14001ac90	FUN_14001ac90	14001b0bd	140042338	0006187c
14001ac90	FUN_14001ac90	14001b0d1	1400466bc	0x47
14001ac90	FUN_14001ac90	14001b0d8	1400466c0	DirectX
14001ac90	FUN_14001ac90	14001b0e6	1400466bc	0x47
14001ac90	FUN_14001ac90	14001b0ee	140043538	8000000000000136
14001ac90	FUN_14001ac90	14001b103	1400466c8	0x4f
14001ac90	FUN_14001ac90	14001b10a	1400466cc	0x4f
14001ac90	FUN_14001ac90	14001b118	1400466c8	0x4f
14001ac90	FUN_14001ac90	14001b12c	1400466d0	Rendering mode: %s\nSIMD Acceleration: %s\nFps: %.2f\nZoom: %.2f %%
14001ac90	FUN_14001ac90	14001b13a	140043470	8000000000001228
14001ac90	FUN_14001ac90	14001b157	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b165	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b17d	140046718	Rendering: 
14001ac90	FUN_14001ac90	14001b193	140046718	Rendering: 
14001ac90	FUN_14001ac90	14001b193	140046719	Rendering: 
14001ac90	FUN_14001ac90	14001b1a5	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b1b5	1400434c8	80000000000005e0
14001ac90	FUN_14001ac90	14001b1c1	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b1cd	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b1db	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b1e9	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b1fa	140046724	0xa
14001ac90	FUN_14001ac90	14001b207	140046724	0xa
14001ac90	FUN_14001ac90	14001b207	140046725	0x0
14001ac90	FUN_14001ac90	14001b219	140046724	0xa
14001ac90	FUN_14001ac90	14001b225	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b22f	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b23c	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b267	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b271	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b27e	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b295	140046724	0xa
14001ac90	FUN_14001ac90	14001b295	140046725	0x0
14001ac90	FUN_14001ac90	14001b2a3	140046724	0xa
14001ac90	FUN_14001ac90	14001b2ae	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b2b8	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b2c5	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b2f0	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b2fa	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b307	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b323	140046724	0xa
14001ac90	FUN_14001ac90	14001b323	140046725	0x0
14001ac90	FUN_14001ac90	14001b331	140046724	0xa
14001ac90	FUN_14001ac90	14001b33c	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b346	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b353	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b37e	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b388	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b395	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b3b3	140046724	0xa
14001ac90	FUN_14001ac90	14001b3b3	140046725	0x0
14001ac90	FUN_14001ac90	14001b3c1	140046724	0xa
14001ac90	FUN_14001ac90	14001b3cc	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b3d6	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b3e3	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b40e	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b418	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b425	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b439	140046724	0xa
14001ac90	FUN_14001ac90	14001b439	140046725	0x0
14001ac90	FUN_14001ac90	14001b447	140046724	0xa
14001ac90	FUN_14001ac90	14001b452	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b45c	1400434b8	800000000000163b
14001ac90	FUN_14001ac90	14001b46a	140043580	8000000000000131
14001ac90	FUN_14001ac90	14001b496	140043590	8000000000000b65
14001ac90	FUN_14001ac90	14001b4a6	140042eb0	80000000000005dc
14001ac90	FUN_14001ac90	14001b4b2	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b4bd	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b4c8	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b4d3	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b4de	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b4e9	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b4f4	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b4ff	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b50a	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b516	140043530	8000000000000408
14001ac90	FUN_14001ac90	14001b521	140043530	8000000000000408
140025ea0	FUN_140025ea0	140025ede	140043530	8000000000000408
140025ea0	FUN_140025ea0	140025eea	140043588	800000000000013c
140025ea0	FUN_140025ea0	140025f7d	14004a030	lola.GetRemoteSettings();
140025ea0	FUN_140025ea0	140025f8b	1400434c0	80000000000005e3
140025ea0	FUN_140025ea0	140025f98	14004a050	lola.GetRemoteInfo();
140025ea0	FUN_140025ea0	140025f9f	1400434c0	80000000000005e3
140025ea0	FUN_140025ea0	140025fac	14004a068	lola.ResetRemoteInfo();
140025ea0	FUN_140025ea0	140025fb3	1400434c0	80000000000005e3
140025ea0	FUN_140025ea0	140025fc0	14004a080	lola.ForceDisconnect();
140025ea0	FUN_140025ea0	140025fc7	1400434c0	80000000000005e3
140025ea0	FUN_140025ea0	140025fd4	14004a098	lola.SetRemoteAudioBuffer(0);
140025ea0	FUN_140025ea0	140025fdb	1400434c0	80000000000005e3
14002d090	FUN_14002d090	14002d0d3	140043570	800000000000012c
14002d090	FUN_14002d090	14002d0e2	14004771c	SRCIP:
14002d090	FUN_14002d090	14002d0ed	140043538	8000000000000136
14002d090	FUN_14002d090	14002d0fe	140043570	800000000000012c
14002d090	FUN_14002d090	14002d124	140047724	DSTIP:
14002d090	FUN_14002d090	14002d12f	140043538	8000000000000136
14002d090	FUN_14002d090	14002d140	140043570	800000000000012c
14002d090	FUN_14002d090	14002d166	1400477f0	0x54
14002d090	FUN_14002d090	14002d171	140043538	8000000000000136
14002d090	FUN_14002d090	14002d182	140043570	800000000000012c
14002d090	FUN_14002d090	14002d1a8	140043570	800000000000012c
14002d090	FUN_14002d090	14002d1c3	1400434b8	800000000000163b
14002d090	FUN_14002d090	14002d1d0	140043580	8000000000000131
14002d090	FUN_14002d090	14002d1e8	14004ae78	0x20
14002d090	FUN_14002d090	14002d203	14004ae78	0x20
14002d090	FUN_14002d090	14002d203	14004ae79	0x28
14002d090	FUN_14002d090	14002d214	140043590	8000000000000b65
14002d090	FUN_14002d090	14002d21e	1400434b8	800000000000163b
14002d090	FUN_14002d090	14002d22b	140043580	8000000000000131
14002d090	FUN_14002d090	14002d23b	140049348	0x29
14002d090	FUN_14002d090	14002d248	140049348	0x29
14002d090	FUN_14002d090	14002d248	140049349	0x0
14002d090	FUN_14002d090	14002d25e	140043590	8000000000000b65
14002d090	FUN_14002d090	14002d270	140042c78	8000000000001e24
14002d090	FUN_14002d090	14002d27b	140043530	8000000000000408
14002d090	FUN_14002d090	14002d286	140043530	8000000000000408
14002d090	FUN_14002d090	14002d2a8	140042628	00061e4e
14002d090	FUN_14002d090	14002d2c8	140043570	800000000000012c
14002d090	FUN_14002d090	14002d2d2	14004c6ac	[(!)]
14002d090	FUN_14002d090	14002d2dd	140043448	8000000000001197
14002d090	FUN_14002d090	14002d2ff	140043570	800000000000012c
14002d090	FUN_14002d090	14002d310	140043570	800000000000012c
14002d090	FUN_14002d090	14002d319	14004c6b8	[(!)] Remote host is busy. Please retry later.
14002d090	FUN_14002d090	14002d324	140043538	8000000000000136
14002d090	FUN_14002d090	14002d341	140043530	8000000000000408
14002d090	FUN_14002d090	14002d34f	14004c6e8	lola.GetRemoteInfo()
14002d090	FUN_14002d090	14002d35a	140043448	8000000000001197
14002d090	FUN_14002d090	14002d38a	14004c700	lola.ResetRemoteInfo()
14002d090	FUN_14002d090	14002d395	140043448	8000000000001197
14002d090	FUN_14002d090	14002d3c5	14004c718	lola.GetRemoteSettings()
14002d090	FUN_14002d090	14002d3d0	140043448	8000000000001197
14002d090	FUN_14002d090	14002d40b	14004a164	0xd
14002d090	FUN_14002d090	14002d416	140043538	8000000000000136
14002d090	FUN_14002d090	14002d446	1400439ac	0x0
14002d090	FUN_14002d090	14002d451	140043538	8000000000000136
14002d090	FUN_14002d090	14002d45f	1400439a0	0x25
14002d090	FUN_14002d090	14002d46a	140043470	8000000000001228
14002d090	FUN_14002d090	14002d470	1400439ac	0x0
14002d090	FUN_14002d090	14002d47b	140043538	8000000000000136
14002d090	FUN_14002d090	14002d491	140042628	00061e4e
14002d090	FUN_14002d090	14002d4aa	1400434b8	800000000000163b
14002d090	FUN_14002d090	14002d4b7	140043580	8000000000000131
14002d090	FUN_14002d090	14002d4d8	14004c738	Session 
14002d090	FUN_14002d090	14002d4e3	140043590	8000000000000b65
14002d090	FUN_14002d090	14002d4ed	1400434b8	800000000000163b
14002d090	FUN_14002d090	14002d4fa	140043580	8000000000000131
14002d090	FUN_14002d090	14002d517	140049b30	0x20
14002d090	FUN_14002d090	14002d526	140043590	8000000000000b65
14002d090	FUN_14002d090	14002d530	1400434b8	800000000000163b
14002d090	FUN_14002d090	14002d53d	140043580	8000000000000131
14002d090	FUN_14002d090	14002d566	140043590	8000000000000b65
14002d090	FUN_14002d090	14002d570	1400434b8	800000000000163b
14002d090	FUN_14002d090	14002d57d	140043580	8000000000000131
14002d090	FUN_14002d090	14002d599	14004a164	0xd
14002d090	FUN_14002d090	14002d5a8	140043590	8000000000000b65
14002d090	FUN_14002d090	14002d5b5	140042c68	800000000000096f
14002d090	FUN_14002d090	14002d5c0	140043530	8000000000000408
14002d090	FUN_14002d090	14002d5cb	140043530	8000000000000408
14002d090	FUN_14002d090	14002d5d6	140043530	8000000000000408
14002d090	FUN_14002d090	14002d5e3	140043530	8000000000000408
14002d090	FUN_14002d090	14002d5ee	140043530	8000000000000408
14002d090	FUN_14002d090	14002d5f9	140043530	8000000000000408
14002d090	FUN_14002d090	14002d622	14004c748	Version: 
14002d090	FUN_14002d090	14002d62d	140043538	8000000000000136
14002d090	FUN_14002d090	14002d634	140048780	2.0.0 - Beta 1
14002d090	FUN_14002d090	14002d63f	140042ec8	800000000000068a
14002d090	FUN_14002d090	14002d645	14004c758	\r\nBuild: Ximea SDK
14002d090	FUN_14002d090	14002d650	140042ec8	800000000000068a
14002d090	FUN_14002d090	14002d656	1400489b8	 - CUDA Disabled
14002d090	FUN_14002d090	14002d661	140042ec8	800000000000068a
14002d090	FUN_14002d090	14002d667	1400439ac	0x0
14002d090	FUN_14002d090	14002d672	140043538	8000000000000136
14002d090	FUN_14002d090	14002d6c9	140043570	800000000000012c
14002d090	FUN_14002d090	14002d723	1400466c8	0x4f
14002d090	FUN_14002d090	14002d72a	1400466cc	0x4f
14002d090	FUN_14002d090	14002d794	1400466c8	0x4f
14002d090	FUN_14002d090	14002d7a3	1400466c8	0x4f
14002d090	FUN_14002d090	14002d7a8	1400466c8	0x4f
14002d090	FUN_14002d090	14002d7d5	14004c770	=== [Lola Info] ===\r\n%s\r\n=== [HW/SW Info] ===\r\n%s\r\nNICs: %sOS: %s\r\n=== [HW/SW Settings] ===\r\n%s\r\nASIO Buffer size: %d samples\r\nCamera File: %s\r\nVideo FpS: %d\r\nOptimize JPEG decompression: %s\r\nSIMD Acceleration: %s\r\nIncomplete frame threshold: %d%%\r\nIP and UDP Advanced Filtering: %s\r\nVideoPacketSize: %d\r\n=== [A/V Buffers] ===\r\nAudio: %d\r\nVideo: %d\r\n
14002d090	FUN_14002d090	14002d7e0	140043470	8000000000001228
14002d090	FUN_14002d090	14002d7eb	140043530	8000000000000408
14002d090	FUN_14002d090	14002d7f6	140043530	8000000000000408
14002d090	FUN_14002d090	14002d801	140043530	8000000000000408
14002d090	FUN_14002d090	14002d81f	140043570	800000000000012c
14002d090	FUN_14002d090	14002d830	140043570	800000000000012c
14002d090	FUN_14002d090	14002d841	140043570	800000000000012c
14002d090	FUN_14002d090	14002d85f	140043530	8000000000000408
14002d090	FUN_14002d090	14002d86a	140043530	8000000000000408
14002d090	FUN_14002d090	14002d875	140043530	8000000000000408
14002d090	FUN_14002d090	14002d883	14004c8d0	lola.SetRemoteAudioBuffer(
14002d090	FUN_14002d090	14002d88e	140043448	8000000000001197
14002d090	FUN_14002d090	14002d8bb	14004c8d0	lola.SetRemoteAudioBuffer(
14002d090	FUN_14002d090	14002d8c6	140043448	8000000000001197
14002d090	FUN_14002d090	14002d8ce	1400439ac	0x0
14002d090	FUN_14002d090	14002d8d5	14004c8d0	lola.SetRemoteAudioBuffer(
14002d090	FUN_14002d090	14002d8e0	140043390	8000000000003067
14002d090	FUN_14002d090	14002d8e6	1400439ac	0x0
14002d090	FUN_14002d090	14002d8ed	14004c8ec	0x29
14002d090	FUN_14002d090	14002d8f8	140043390	8000000000003067
14002d090	FUN_14002d090	14002d909	140043370	80000000000020e1
14002d090	FUN_14002d090	14002d914	1400427f0	00062970
14002d090	FUN_14002d090	14002d926	1400439ac	0x0
14002d090	FUN_14002d090	14002d931	140043538	8000000000000136
14002d090	FUN_14002d090	14002d93f	1400439a0	0x25
14002d090	FUN_14002d090	14002d94a	140043470	8000000000001228
14002d090	FUN_14002d090	14002d96d	140042628	00061e4e
14002d090	FUN_14002d090	14002d9a6	140043588	800000000000013c
14002d090	FUN_14002d090	14002d9bf	14004c8f0	[Remote Audio buffer changed correctly]\r\nAudio: %d\r\n
14002d090	FUN_14002d090	14002d9ca	140043470	8000000000001228
14002d090	FUN_14002d090	14002d9e8	140043570	800000000000012c
14002d090	FUN_14002d090	14002d9f9	140043570	800000000000012c
14002d090	FUN_14002d090	14002da0a	140043570	800000000000012c
14002d090	FUN_14002d090	14002da27	140043530	8000000000000408
14002d090	FUN_14002d090	14002da32	140043530	8000000000000408
14002d090	FUN_14002d090	14002da3d	140043530	8000000000000408
14002d090	FUN_14002d090	14002da4b	14004c928	lola.ForceDisconnect(
14002d090	FUN_14002d090	14002da56	140043448	8000000000001197
14002d090	FUN_14002d090	14002da68	14004c928	lola.ForceDisconnect(
14002d090	FUN_14002d090	14002da73	140043448	8000000000001197
14002d090	FUN_14002d090	14002da7b	1400439ac	0x0
14002d090	FUN_14002d090	14002da82	14004c928	lola.ForceDisconnect(
14002d090	FUN_14002d090	14002da8d	140043390	8000000000003067
14002d090	FUN_14002d090	14002da93	1400439ac	0x0
14002d090	FUN_14002d090	14002da9a	14004c8ec	0x29
14002d090	FUN_14002d090	14002daa5	140043390	8000000000003067
14002d090	FUN_14002d090	14002dab6	140043370	80000000000020e1
14002d090	FUN_14002d090	14002dac0	140043280	800000000000367d
14002d090	FUN_14002d090	14002dacd	140043570	800000000000012c
14002d090	FUN_14002d090	14002dad8	140043530	8000000000000408
14002d090	FUN_14002d090	14002daf1	1400439ac	0x0
14002d090	FUN_14002d090	14002dafc	140043538	8000000000000136
14002d090	FUN_14002d090	14002db07	14004c940	[Remote %s has disconnected successfully]\r\n
14002d090	FUN_14002d090	14002db12	140043470	8000000000001228
14002d090	FUN_14002d090	14002db30	140043570	800000000000012c
14002d090	FUN_14002d090	14002db41	140043570	800000000000012c
14002d090	FUN_14002d090	14002db52	140043570	800000000000012c
14002d090	FUN_14002d090	14002db6f	140043530	8000000000000408
14002d090	FUN_14002d090	14002db7a	140043530	8000000000000408
14002d090	FUN_14002d090	14002dc1a	140042628	00061e4e
14002d090	FUN_14002d090	14002dc32	140042628	00061e4e
14002d090	FUN_14002d090	14002dc3f	1400439ac	0x0
14002d090	FUN_14002d090	14002dc55	140042628	00061e4e
14002d090	FUN_14002d090	14002dc87	140042628	00061e4e
14002d090	FUN_14002d090	14002dc9f	140042628	00061e4e
14002d090	FUN_14002d090	14002dcbf	140042628	00061e4e
14002d090	FUN_14002d090	14002dcca	140043530	8000000000000408
14002d090	FUN_14002d090	14002dcd5	140043530	8000000000000408
14002d090	FUN_14002d090	14002dce0	140043530	8000000000000408
14002d090	FUN_14002d090	14002dceb	140043530	8000000000000408
1400381e8	CDialog	1400381e8	140043498	80000000000001be
140036d30	`eh_vector_constructor_iterator'	140036d6c	1400437c8	140039e50
140037eb8	CWnd	140037eb8	1400431f8	80000000000003dc
